"Book ID / ISBN","Author","Title","Category","Price (฿)"
"027703","Thomton, Randy","Snow White","Children/Young Adults","90"
"022531","Thorne, Troy","Building the Fastest Pinewood Derby Car: Speed Secrets for Crossing the Finish Line First!","Children/Young Adults","190"
"033632","Thraves, Stephen","Carrot Trouble (Fetch the Vet)","Children/Young Adults","90"
"046090","Titan Books","Roy of the Rovers Annual / Titan Books","Children/Young Adults","190"
"047552","Titan Books","Simpsons Annual 2015, the / Titan Books","Children/Young Adults","150"
"038318","Tofts, Hannah","3-D Paper Book","Children/Young Adults","70"
"042274","Top","Sticker Funny Faces Animals / Top","Children/Young Adults","90"
"039500","Top That","Dolly Peg Pirates Craft Book","Children/Young Adults","90"
"029701","Top That Team","Cool Card Trick And Games","Children/Young Adults","150"
"035589","Touche, Grace de la","Aladdin","Children/Young Adults","90"
"035466","Townsend, Adrian","Teachers' Tales","Children/Young Adults","90"
"032637","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032642","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032643","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032644","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032645","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032647","Townson, Hazel","Zoom C: Meet Ziggy","Children/Young Adults","90"
"032641","Townson, Hazel","Zoom C: Robber Zoom","Children/Young Adults","90"
"032646","Townson, Hazel","Zoom C: Robber Zoom","Children/Young Adults","90"
"032635","Townson, Hazel","Zoom C:Downhill Zoom","Children/Young Adults","90"
"032638","Townson, Hazel","Zoom C:Football Zoom","Children/Young Adults","90"
"032639","Townson, Hazel","Zoom Set C Reader: Party Zoom","Children/Young Adults","90"
"032640","Townson, Hazel","Zoomc:Danger Zoom","Children/Young Adults","90"
"032636","Townson, Hazel","Zoomc:Pop Star Zoom","Children/Young Adults","90"
"047282","Tran ,Phuoc Thi Minh ","Vietnamese Children's Favorite Stories/Tran ,Phuoc Thi Minh ","Children/Young Adults","240"
"046424","Trelawny, Jack","Kernowland: Colosseum of Dread / Trelawny, Jack","Children/Young Adults","150"
"046420","Trelawny, Jack","Kernowland: Pigleg's Revenge /  Trelawny, Jack","Children/Young Adults","150"
"046419","Trelawny, Jack","Kernowland: Slavechildren /  Trelawny, Jack","Children/Young Adults","150"
"027437","Tremaine, Jon","Balloons","Children/Young Adults","90"
"032251","Trevino, Lee","Snakes in the Sand Trap","Children/Young Adults","120"
"029739","Trevor,  William","Juliets Story","Children/Young Adults","120"
"039493","Trower, Roy","Teddy Tales","Children/Young Adults","120"
"035621","Tuxworth, Nicola","Say and point picture books: Toys","Children/Young Adults","120"
"031275","Tweenies Book","Tweenies: That's My Picture!","Children/Young Adults","90"
"039492","Twist, Clint","Trains And How To Work","Children/Young Adults","150"
"047068","Two-Can Design","Adrian Mole Diary, The/ Two-Can Design","Children/Young Adults","120"
"035715","Tyler, J.","Shopping Words (Babies Library)","Children/Young Adults","50"
"042256","Tyler, Jenny","Duck and His Friends / Tyler, Jenny ","Children/Young Adults","50"
"033325","Tyler, Jenny","Picture Puzzles","Children/Young Adults","90"
"034230","Tyler, Judy","Picture Puzzles (Brainbenders)","Children/Young Adults","50"
"047518","Umansky, Kaye","Pongwiffy: Back on Track / Umansky, Kaye","Children/Young Adults","120"
"040447","Umansky, Kaye","Tiger and Me","Children/Young Adults","70"
"026806","Unknown","Beano Simply Dreadful Jokes (Dennis and Gnasher)","Children/Young Adults","70"
"031376","Unknown","Monsters","Children/Young Adults","50"
"047521","Ure, Jean","Frankie Foster / Ure, Jean","Children/Young Adults","120"
"033334","Valdes, Leslie","Dora Goes to School","Children/Young Adults","90"
"033603","Van Andel, Lydia","My First Look at Summer","Children/Young Adults","90"
"017357","Van Der Loeff, A. Rutgers","Avalanche!","Children/Young Adults","50"
"024541","Various","Archie Archives Volume 2","Children/Young Adults","590"
"033185","Various","Go Baby!: Amazing Baby","Children/Young Adults","90"
"031401","Various","Teddy Bear Tales (Stories and Rhymes) (The Nursery Collection)","Children/Young Adults","190"
"027707","Vere, Ed","Mr Big","Children/Young Adults","90"
"9780143034452","Verne, Jules","Around the World in Eighty Days","Children/Young Adults","150"
"035544","Vince, Sarah","Yee Haa Like a Cowboy (Simon Says)","Children/Young Adults","90"
"027501","Vivian French; Sue Heap","Space Dog Visits Planet Earth (My First Read Alones)","Children/Young Adults","50"
"033146","Von Flue, Sybylle","Pingu Stays in Bed","Children/Young Adults","90"
"012296","Von Ziegesar, Cecily","Tempted (It Girl, Book 6)","Children/Young Adults","150"
"027396","Vrombaut, An","Joey the Kangaroo (64 Zoo Lane)","Children/Young Adults","90"
"033150","W. Awdry","Thomas The Tank Engine","Children/Young Adults","90"
"032241","Waddell,  Martin","Sailor Bear","Children/Young Adults","120"
"033716","Waddell, Martin","Farmer Duck","Children/Young Adults","120"
"033133","Waddell, Martin","Squeak-A-Lot","Children/Young Adults","90"
"042285","Waddell, Martin ","Snow Bears / Waddell, Martin ","Children/Young Adults","150"
"017481","Wade, Evelyn Amuedo","We're in This Together, Lord: Bible Devotions for Girls (Young Readers)","Children/Young Adults","70"
"033556","Wagner, Veronica","Mike the Knights Bright Idea (3d Button Book)","Children/Young Adults","70"
"046701","Walden, Mark","Eart Fall: Retribution / Walden, Mark","Children/Young Adults","170"
"035763","Walker, Morag","Party Games (Home Time)","Children/Young Adults","50"
"031768","Wallace, John","Hello Sunshine, Goodnight Moonlight: Poems to Take You Through the Day","Children/Young Adults","190"
"025622","Wallace, John","Xlittle Bean Diamond","Children/Young Adults","90"
"031357","Wallace, Karen","Albert's Raccoon (I am Reading)","Children/Young Adults","90"
"033476","Walt Dainey's","Pinocchio","Children/Young Adults","120"
"018837","Walt Disner's","Dopry Gets Lost","Children/Young Adults","70"
"047430","Walt Disney","Enchanted the Book of the Film / Walt Disney","Children/Young Adults","120"
"033596","Walt Disney","Jungle Book, The","Children/Young Adults","120"
"025209","Walt Disney","Oliver & Company","Children/Young Adults","70"
"030184","Walt Disney Productions","Walt Disney Productions presents The haunted house party (Disney's wonderful world of reading)","Children/Young Adults","70"
"037794","Walt Disneys","Stmichael Book Of Bambi Favourites, The","Children/Young Adults","120"
"038019","Walt Disney's","Dumbo And The Gircus Train","Children/Young Adults","90"
"033599","Walt Disney's","Jungle Book, The","Children/Young Adults","120"
"033692","Walt Disney's","Jungle Book,The","Children/Young Adults","120"
"041100","Walt Disney's","Peter Pan","Children/Young Adults","120"
"007598","Wang, Lee","Favorite Places","Children/Young Adults","70"
"039008","Waring, Richard","Hungry Hen","Children/Young Adults","90"
"037135","Warren, Celia","Tom's Mad Mop (Comics for Phonics)","Children/Young Adults","50"
"039106","Warren, Kathleen","Henry Goes Overboard","Children/Young Adults","70"
"042249","Warren, Kathleen ","AHOY CAPTAIN FEATHERSWORD / Warren, Kathleen ","Children/Young Adults","70"
"033300","Watson, Brown","Animals First Words","Children/Young Adults","50"
"046134","Watson, Brown","My Christmas Wonderland / Watson, Brown","Children/Young Adults","150"
"025580","Watson, Brown","Puppy Dog","Children/Young Adults","50"
"032379","Watt, Fiona","Easter Activities","Children/Young Adults","120"
"046335","Watt, Fiona","Lots of Things to Draw / Watt, Fiona","Children/Young Adults","270"
"046694","Webb, Catherine","Extraordinary and Unusual Adventures of Horatio Lyle, the / Webb, Catherine","Children/Young Adults","150"
"032433","Webb, Melissa","I Dreamed I Was a Ballerina","Children/Young Adults","50"
"030122","Webb, Melissa","I Dreamed I Was an Astronaut","Children/Young Adults","70"
"036609","Webster, Genevieve","Rastamouse: Pirate Riddims","Children/Young Adults","90"
"032248","Webster, Sheryl","What Small Rabbit Heard By Webster","Children/Young Adults","120"
"031672","Weigelt, Lido","Easter Squirrel","Children/Young Adults","150"
"030210","Weller, Alan","Photoshop Brushes & Creative Tools: Holidays (Electronic Clip Art Photoshop Brushes)","Children/Young Adults","150"
"030211","Weller, Alan","Repeatable Backgrounds: Liquids and Gels (Dover Electronic Clip Art)","Children/Young Adults","150"
"031347","Wendon, Lyn","Letterland Storybooks - Impy Ink (Classic Letterland Storybooks)","Children/Young Adults","90"
"031673","Weninger, Brigitte","Happy Birthday, Davy!","Children/Young Adults","150"
"036216","Werner Watson, Jane","Story Of Jesus, The","Children/Young Adults","70"
"033718","Wernham, Sara","Finger Phonics s, a, t, i, p, n by Wernham, Sara ( AUTHOR ) Jan-01-1994 Board book","Children/Young Adults","120"
"041540","West Colin","I Don't Care Said The bear","Children/Young Adults","70"
"021125","West, Tracey","Club Penguin Pick Your Path 8: Agent Rookie's Secret Mission","Children/Young Adults","120"
"025620","Weston, Carrie","Boris Goes Camping","Children/Young Adults","90"
"046425","Wheatley, Abigail","Party Cakes to Bake & Decorate / Wheatley, Abigail","Children/Young Adults","240"
"025819","Whybrow, Ian","Here Comes Harry with His Bucketful of Dinosaurs","Children/Young Adults","50"
"047547","Whybrow, Ian","Little Wolf's: Book of Badness / Whybrow, Ian","Children/Young Adults","150"
"042305","Whybrow, Ian","Stinky! Or How The Beautiful Smelly Wart / Whybrow, Ian ","Children/Young Adults","150"
"047110","Whybrow, Ian  ","Christmas Bear - A Christmas Pop-up Book, The/ Whybrow, Ian  ","Children/Young Adults","120"
"031342","Wigand, Molly","Rugrats: Major-League Dads (Ready-To-Read)","Children/Young Adults","90"
"031285","Wigand, Molly","Rugrats: Vacation!","Children/Young Adults","90"
"033264","Wilbert Awdry, Rev.","Thomas Goes Fishing","Children/Young Adults","50"
"017657","Wilbourne, David","Summer's Diary, A","Children/Young Adults","90"
"041785","Wiliam, Urien","Wil Cwac Cwac Bedtime Stories / Wiliam, Urien","Children/Young Adults","120"
"035783","Wilkes, A.","Making Presents","Children/Young Adults","50"
"017694","Will Shortz Presents","The Giant Gift Book Of Sudoku: 300 Wordless Crossword Puzzles","Children/Young Adults","150"
"046329","Williams, Brian","Tudor Explorers / Williams, Brian","Children/Young Adults","120"
"046014","Williams, Marcia","Charles Dickens and Friends / Williams, Marcia","Children/Young Adults","240"
"042298","Willis, Jeanne","Dear Father Christmas / Willis, Jeanne ","Children/Young Adults","170"
"041565","Wilson, Anna","It's a Bear's Life","Children/Young Adults","120"
"046111","Wilson, JAcquelin","Four Children and IT / Wilson, JAcquelin","Children/Young Adults","240"
"046715","Wilson, Jacqueline","Dare Game, the / Wilson, Jacqueline","Children/Young Adults","120"
"046788","Wilson, Jacqueline","Gubbslyme / Wilson, Jacqueline","Children/Young Adults","120"
"046710","Wilson, Jacqueline","Illustrated Mom, the / Wilson, Jacqueline","Children/Young Adults","120"
"046792","Wilson, Jacqueline","Illustrated Mom, the / Wilson, Jacqueline","Children/Young Adults","120"
"046793","Wilson, Jacqueline","Illustrated Mom, the / Wilson, Jacqueline","Children/Young Adults","120"
"046791","Wilson, Jacqueline","Jacky Daydream / Wilson, Jacqueline","Children/Young Adults","150"
"046711","Wilson, Jacqueline","Little Project, the / Wilson, Jacqueline","Children/Young Adults","120"
"033313","Wilson, Jacqueline","Monster Story-Teller, The","Children/Young Adults","90"
"046801","Wilson, Jacqueline","Sleep-overs / Wilson, Jacqueline","Children/Young Adults","150"
"046833","Wilson, Jacqueline ","Tracy Beaker Trilogy, The / Wilson, Jacqueline ","Children/Young Adults","190"
"025848","Winkelman, Barbara Gaines","Disney's Pooh's Best Place (My Very First Winnie the Pooh)","Children/Young Adults","70"
"047301","Winkler, Henry ","How to Scare the Pants Off Your Pet/ Winkler, Henry ","Children/Young Adults","120"
"035782","Winthrop, Elizabeth","My First Book of the Planets","Children/Young Adults","50"
"037244","Wobbly Eyes","Dinky Dino","Children/Young Adults","150"
"024542","Wood, Dick","Crime Does Not Pay Archives Volume 5","Children/Young Adults","790"
"034232","Wood, Hannah","Dart and Dive [With Little Mobils to Watch and Blow] (Baby Breezes)","Children/Young Adults","90"
"040461","Wood, Hannah ","Old Macdonald Had A Farm","Children/Young Adults","150"
"031488","Woodhouse, Jayne","And Rocky Too","Children/Young Adults","120"
"030379","Woodhouse, Jayne","The Stephensons' Rocket","Children/Young Adults","120"
"035128","Woodman, June","Glo Butterfly's Magic","Children/Young Adults","50"
"033268","Woodman, Ros","Wise King: A Puzzle Book About Solomon","Children/Young Adults","50"
"041087","World book day","Giraffes can't Dance","Children/Young Adults","50"
"037756","World Distributors Limited","Pinocchio","Children/Young Adults","120"
"042226","Worsley, Justin","Happyland / Worsley, Justin ","Children/Young Adults","50"
"017560","Wynne-Jones, Tim","Maestro, The","Children/Young Adults","70"
"034820","Yang, Belle","Odyssey Of A Manchurian, The","Children/Young Adults","290"
"031393","Zoom","Zoom : Set A:The Terrible Twins","Children/Young Adults","50"
"031396","Zoom","Zoom : Set A:The Terrible Twins","Children/Young Adults","50"
"031395","Zoom","Zoom: Set A:Open Wide","Children/Young Adults","50"
"031551","Zoom","Zoom: Set A:Open Wide","Children/Young Adults","50"
"031201","Zusak, Markus","Underdog","Children/Young Adults","190"
"047277","","All That Glitters/ CN","Children/Young Adults","120"
"036721","A., Karskens","Reizen langs de frontlijn / A., Karskens","Dutch","150"
"003926","Abraham, Pearl","Afstand Van Amerika / Abraham, Pearl","Dutch","120"
"003838","Aldo, Busi","Over de jeugd / Aldo, Busi","Dutch","150"
"003746","Anaïs, Nin","Venusdelta / Anaïs, Nin","Dutch","190"
"003828","Arion, Frank Martinus","Alstublieft! Dubbelspel / Arion, Frank Martinus","Dutch","190"
"025906","Armstrong, Karen","Een Geschiedenis van god / Armstrong, Karen","Dutch","240"
"003885","Barstow, Stan","Noem Het Maar Liefde / Barstow, Stan","Dutch","150"
"030721","Beertjes, Zwarte","Een Dode Uit He Oosten / Beertjes, Zwarte","Dutch","90"
"003921","Benchley, Peter","Het Geheim Van De Zee / Benchley, Peter","Dutch","90"
"025756","Brookner, Anita","Hotel Du Lac / Brookner, Anita","Dutch","120"
"003907","Brouwers, Marja","Havinck / Brouwers, Marja","Dutch","120"
"003851","Brown, Dee","De Slag Bij Little Big Horn / Brown, Dee","Dutch","120"
"036710","Buchanan, Edna","Moord in Miami / Buchanan, Edna","Dutch","150"
"003848","Carton, Martien","Apollo En De Kunstenmakers / Carton, Martien","Dutch","150"
"003915","Chevalier, Tracy","De Jonkvrouw en de Eenhoorn / Chevalier, Tracy","Dutch","120"
"030722","Christie, Agatha","Miss Marple 01: Moord in de Pastorie / Christie, Agatha","Dutch","90"
"003789","Collins, Jackie","Stad Van Verleiding / Collins, Jackie","Dutch","150"
"030723","Condé, Maryse","Ségou (2 vol.) / Condé, Maryse","Dutch","240"
"040918","Cornwell, Patricia","Wespen Nest / Cornwell, Patricia","Dutch","90"
"003902","Couperus, Conny","Sneeuwwitje En De Leeuwerik Van Vlaanderen / Couperus, Conny","Dutch","120"
"003893","Crumley, James","De Mexicaanse Boomeend / Crumley, James","Dutch","170"
"024228","Dean,  Koontz","Het visioen / Dean,  Koontz","Dutch","70"
"003791","Derenne, Dennis","Lapis Lazuli / Derenne, Dennis","Dutch","90"
"003755","Dexter, Pete","Paris Trout / Dexter, Pete","Dutch","120"
"003751","Dibbets, Hiske","Droomkeuken / Dibbets, Hiske","Dutch","220"
"003882","Door, Samengesteld","Een Om Mee Te Praten / Door, Samengesteld","Dutch","170"
"003899","Duncan, Robert L.","De Hemel Brandt / Duncan, Robert L.","Dutch","120"
"003966","Eames, Andrew","Voorbij De Schaduwlijn / Eames, Andrew","Dutch","150"
"003756","Egmond, Geertje van","Bodemloos bestaan / Egmond, Geertje van","Dutch","150"
"034049","Ewing, Barbara","Verf van rode rozen / Ewing, Barbara","Dutch","150"
"036707","Fernandes, Menno","De scheids / druk 1 / Fernandes, Menno","Dutch","190"
"025752","Flanagan, Richard","Het Boek Van Gould / Flanagan, Richard","Dutch","190"
"003854","Frisch, Max","Gantenbein / Frisch, Max","Dutch","150"
"036715","Gerritsen, Esther","Broer / Gerritsen, Esther","Dutch","150"
"003896","Gibson, William","Idoru / Gibson, William","Dutch","220"
"006756","Goldman, Joel","Shake Down / Goldman, Joel","Dutch","90"
"015661","Goodwin, Jason","De brand van Istanbul / Goodwin, Jason","Dutch","240"
"003834","Green, George Dawes","De holbewoner van New York / Green, George Dawes","Dutch","190"
"041452","Grisham, John ","De Claim / Grisham, John ","Dutch","240"
"003906","Haar, Vertaald","Monaldi And Sorti Versluiering / Haar, Vertaald","Dutch","90"
"003916","Habiebi, Emile","De Wonderlijke Lotgevallen Van Sa'ied De Pessoptimist / Habiebi, Emile","Dutch","150"
"003889","Harrison, Stuart","De Walvisbaai / Harrison, Stuart","Dutch","120"
"003861","Henderson, Sara","Met Blote Handen / Henderson, Sara","Dutch","120"
"003858","Hoeg, Peter","Smillas Gevoel Voor Sneeuw / Hoeg, Peter","Dutch","150"
"003868","Holland, Guus Van","Van Jesse Owens Tot Lornah Kiplagat / Holland, Guus Van","Dutch","190"
"003869","Indiana, Gary","Dolgedraaid / Indiana, Gary","Dutch","170"
"015247","Irving, John","Een Zoon Van Het Circus / Irving, John","Dutch","150"
"036708","Irving, John","Weduwe voor een jaar / Irving, John","Dutch","220"
"003911","Kafka, Franz","De Chinese Muur / Kafka, Franz","Dutch","90"
"042211","King, Stephen","Mørke krefter / King, Stephen","Dutch","150"
"030720","Koontz, Dean R.","Het Franciscus Komplot / Koontz, Dean R.","Dutch","70"
"003825","Krantz, Judith","Prinses Daisy / Krantz, Judith","Dutch","170"
"030719","Ladin, C. Bin","Het gesloten koninkrijk / Ladin, C. Bin","Dutch","120"
"003747","Lessing, Doris","Het Vijfde Kind / Lessing, Doris","Dutch","150"
"003778","Lette, Kathy","Bonga Bonga, de macho op de hak / Lette, Kathy","Dutch","170"
"003894","Lette, Kathy","Bonga Bonga, de macho op de hak / Lette, Kathy","Dutch","220"
"040169","Lewinsky, Charles ","Het lot van de familie Meijer / Lewinsky, Charles ","Dutch","240"
"036720","Lloyd, J.","Heb mij lief Goedkope editie / Lloyd, J.","Dutch","150"
"003842","Lockhart, Robin Bruce","Reilly Meesterspion / Lockhart, Robin Bruce","Dutch","120"
"036723","Luitingh-Sijthoff","Vliegenier / Luitingh-Sijthoff","Dutch","150"
"003930","Maclaine, Shirley","Zolang het nog kan / Maclaine, Shirley","Dutch","170"
"030718","Maclean, Alistair","Athabasca / Maclean, Alistair","Dutch","70"
"043248","MacLean, Alistair","Bereneiland / MacLean, Alistair","Dutch","150"
"003949","Maclean, Alistair","Circus / Maclean, Alistair","Dutch","120"
"015745","Maken, Zelf","Natuurlijke Cosmetica / Maken, Zelf","Dutch","160"
"003752","Mankell, Hennin","Het Graf / Mankell, Hennin","Dutch","90"
"003787","Max,  Pam","Het ravijn: autobiografie van de angst / Max,  Pam","Dutch","170"
"003806","Maxted, Anna","Rennen En Vliege / Maxted, Anna","Dutch","120"
"031698","Mcbain, Ed","Money Money Money / Mcbain, Ed","Dutch","170"
"015748","Mccamley, Tre","Handlezen: Toekomst In De Hand / Mccamley, Tre","Dutch","190"
"003898","Mcgrath, Patrick","Groteske / Mcgrath, Patrick","Dutch","150"
"003878","Minco, Marga","Een Leeg Huis / Minco, Marga","Dutch","90"
"003918","Mitric, Slobodan","Geheim-Agent Van Tito / Mitric, Slobodan","Dutch","120"
"003884","Newhafer, Richard","Onder Gouden Vleugels / Newhafer, Richard","Dutch","120"
"007747","Pancol, Katharine","De gele ogen van de krokodillen / Pancol, Katharine","Dutch","190"
"022025","Pelecanos, George","De Grote Afrekening / Pelecanos, George","Dutch","270"
"042516","Pham, A.X. ","Vietnam / Pham, A.X. ","Dutch","120"
"003815","Philipe, Anne","Hier, ginds, elders / Philipe, Anne","Dutch","120"
"030037","Pieczenick, S.","Op - Center Erekwestie (Zwarte Beertjes) / Pieczenick, S.","Dutch","190"
"012612","Queen, Ellery","De Wilde Nimf / Queen, Ellery","Dutch","90"
"003922","Rankin, Ian","Schuld & Boete: Een Inspecteur Rebus Bundel / Rankin, Ian","Dutch","90"
"036704","Reader Digest","Het Beste Boek / Reader Digest","Dutch","190"
"003790","Redfield, James","Den Nionde Insikten / Redfield, James","Dutch","280"
"011769","Reichs, K.","Bot aan bot / druk 1 / Reichs, K.","Dutch","90"
"003877","Rosenboom, Thomas","Spitzen / Rosenboom, Thomas","Dutch","120"
"003914","Saris, Leni","Herinnering Aan Tjula / Saris, Leni","Dutch","90"
"023221","Schott, Tilmann","Spur Der Tranen / Schott, Tilmann","Dutch","90"
"003757","Schrijnemkers, C.","Thailand Voor Beginners / Schrijnemkers, C.","Dutch","240"
"003920","Schwaiger, Brigitte","Hoe komt de zee zo zout / Schwaiger, Brigitte","Dutch","120"
"011161","Seymour, Gerald","Timebomb / Seymour, Gerald","Dutch","120"
"004350","Shakespeare, William","Henry VI, Part 3 (The New Penguin Shakespeare) (Pt. 3) / Shakespeare, William","Dutch","90"
"036706","Sparks, Nicholas","Het dagboek / Sparks, Nicholas","Dutch","190"
"034048","Tirion","Tutu / Tirion","Dutch","150"
"003872","Toorn, Willem Van","Heer Doos / Toorn, Willem Van","Dutch","220"
"037822","Tosches, Nick","Hellfire / Tosches, Nick","Dutch","190"
"036700","Trefpunt Thailand","Grenzen Zijn Mensenwerk: gepeperde reisverhalen (Dutch Edition) / Trefpunt Thailand","Dutch","190"
"036718","Van Kooten, Kees","De verrekijker: inclusief de literagenda 2013-2014 / Van Kooten, Kees","Dutch","150"
"036722","Van Rooyen, Engela","Joepie Maak Plek / Van Rooyen, Engela","Dutch","90"
"036712","Vance, Jack","Emphyrio / Vance, Jack","Dutch","150"
"036714","Vance, Jack","Marune Alastor 933 / Vance, Jack","Dutch","150"
"036713","Vance, Jack","Rhialto de Schitterende / Vance, Jack","Dutch","150"
"003967","Vandenberg, Philipp","Het Golgotha-Dossier / Vandenberg, Philipp","Dutch","170"
"003840","Vogt, A.E. Van","Nul-A / Vogt, A.E. Van","Dutch","170"
"022026","Voien, Steven","Helse Krachten / Voien, Steven","Dutch","100"
"003928","Walker, Alice","De kleur paars / Walker, Alice","Dutch","90"
"003925","Walsum, Sander van","Emma / Walsum, Sander van","Dutch","150"
"003910","Wentworth, Sally","Harlequin Bouquet / Wentworth, Sally","Dutch","90"
"003886","Westerveld, Judy","De schoonmaker / Westerveld, Judy","Dutch","170"
"022027","Wetering, Janwillem van de","Een Dode uit het Oosten / Wetering, Janwillem van de","Dutch","90"
"026856","Williamson, Penelope","Vurig Is Het Hart / Williamson, Penelope","Dutch","150"
"036717","Wolkers, Jan","Zomer Hitte / Wolkers, Jan","Dutch","150"
"027101","Xenia Kasper","Alecto: vergelding is slechts een kwestie van tijd / Xenia Kasper","Dutch","220"
"036716","Zomeren, Koos Van","Otto's oorlog / Zomeren, Koos Van","Dutch","150"
"036709","Zwagerman, Alexander","De weddenschap: Roman / Zwagerman, Alexander","Dutch","150"
"047327"," Brown, Dan","Lost Symbol, The/ Brown, Dan","Fiction","190"
"047329"," Brown, Dan","Lost Symbol, The/ Brown, Dan","Fiction","190"
"047273"," Grenville, Kate","secret rivr, The/ Grenville, Kate","Fiction","190"
"047000"," Grisham, John","Associate, The/  Grisham, John","Fiction","190"
"047003"," Grisham, John","Broker, The /  Grisham, John","Fiction","150"
"047001"," Grisham, John","Theodore Boone/  Grisham, John","Fiction","190"
"047587"," Irving, John ","Son of the Circus/ Irving, John ","Fiction","150"
"047083"," Jeffares, A.Norman","An Irish childhood/ Jeffares, A.Norman","Fiction","120"
"047574"," Orwell, George","1984/ Orwell, George","Fiction","150"
"041905"," Patterson, James ","Cross Kill / Patterson, James ","Fiction","90"
"042068"," Rankin, Ian","Paperback / Rankin, Ian","Fiction","120"
"047341"," Reilly, Matthew","Tournament,The / Reilly, Matthew","Fiction","150"
"046938"," Scarrow, Simon","Generals: Wellington and Napoleon 2, The/ Scarrow, Simon","Fiction","190"
"041908"," Toltz, Steve ","Fraction of the Whole / Toltz, Steve ","Fiction","240"
"009185","Abbott, Jeff","Distant Blood / Abbott, Jeff","Fiction","120"
"018472","Abbott, Jeff","Fear / Abbott, Jeff","Fiction","120"
"009197","Abbott, Jeff","Panic / Abbott, Jeff","Fiction","150"
"041065","Abbott, Jeff","Panic / Abbott, Jeff","Fiction","150"
"024266","Ablow, Keith","Architect, The / Ablow, Keith","Fiction","120"
"036735","Abse, Dannie","Ash On a Young Man's Sleeve / Abse, Dannie","Fiction","90"
"019732","Abse, Dannie","There Was a Young Man from Cardiff (Seren classics) / Abse, Dannie","Fiction","150"
"024255","Adams Richard","Plague Dogs, The / Adams Richard","Fiction","90"
"009184","Adams, Richard","Girl In A Swing, The / Adams, Richard","Fiction","120"
"009190","Adams, Richard","Shardik / Adams, Richard","Fiction","150"
"009195","Adams, Richard","Shardik / Adams, Richard","Fiction","70"
"041771","Adams, Will","City Of The Lost / Adams, Will","Fiction","190"
"035332","Adams, Will","Moses Quest, The / Adams, Will","Fiction","90"
"023009","Adamson, Gil","Outlander, The / Adamson, Gil","Fiction","150"
"020751","Adamson, Isaac","Hokkaido Popsicle / Adamson, Isaac","Fiction","190"
"036338","Adcock, Siobhan","Barter, The / Adcock, Siobhan","Fiction","240"
"024258","Adler, Elizabeth","Fortune Is a Woman / Adler, Elizabeth","Fiction","120"
"035200","Ahern, Cecelia","Thanks for the Memories / Ahern, Cecelia","Fiction","270"
"041828","Aird, Catherine","Last Writes / Aird, Catherine","Fiction","240"
"038092","Airth, Rennie","Dead Of Winter, The / Airth, Rennie","Fiction","190"
"024237","Akunin, Boris ","Turkish Gambit / Akunin, Boris ","Fiction","150"
"042673","Akunin, Boris ","Winter Queen, The / Akunin, Boris ","Fiction","170"
"004873","Alcott, Louisa May","Portable Louisa May Alcott (Portable Library) / Alcott, Louisa May","Fiction","240"
"024246","Ali, Monica","Brick Lane / Ali, Monica","Fiction","220"
"027223","Alighieri, Dante","Inferno (Vintage Classics) / Alighieri, Dante","Fiction","220"
"001383","Allende, Isabel","Aphrodite: Recipes, Stories and Other Aphrodisiacs / Allende, Isabel","Fiction","190"
"001345","Allende, Isabel","Kingdom of the Golden Dragon / Allende, Isabel","Fiction","150"
"045688","Allingham, Merryn ","Girl From Cobb Street, The / Allingham, Merryn ","Fiction","170"
"027256","Alvtegen, Karin","Missing / Alvtegen, Karin","Fiction","120"
"009134","Ambrose, David","Man Who Turned Into Himself, The / Ambrose, David","Fiction","120"
"009133","Ambrose, David","Memory of Demons, A / Ambrose, David","Fiction","90"
"006287","Ambrose, David","Superstition / Ambrose, David","Fiction","90"
"009151","Ambrose, David","Superstition / Ambrose, David","Fiction","90"
"035756","Amis, Kingsley","Biographer's Moustache, The / Amis, Kingsley","Fiction","90"
"009161","Amis, Kingsley","Green Man, The / Amis, Kingsley","Fiction","120"
"001349","Amis, Martin","Information / Amis, Martin","Fiction","190"
"018565","Ammaniti, Niccolo","Me and You / Ammaniti, Niccolo","Fiction","150"
"025266","Amy Waldman","The Submission: A Novel / Amy Waldman","Fiction","190"
"046729","Anam, Tahmima","Good Muslim, the / Anam, Tahmima","Fiction","270"
"037692","Andersen, Laura","Boleyn Deceit, The / Andersen, Laura","Fiction","190"
"023405","Anderson, Geraint","Just Business / Anderson, Geraint","Fiction","190"
"023670","Anderson, Geraint","Just Business / Anderson, Geraint","Fiction","190"
"035247","Anderson, Geraint","Payback Time / Anderson, Geraint","Fiction","190"
"046194","Anderson-Dargater, Gail","Cure of Death by Lightning, The / Anderson-Dargater, Gail","Fiction","120"
"024244","Andrews Virginia","Fallen Hearts / Andrews Virginia","Fiction","150"
"046999","Andrews, Lyn","When Tomorrow Dawns/ Andrews, Lyn","Fiction","150"
"042031","Andrews, V. C.","Secret Brother / Andrews, V. C.","Fiction","150"
"024264","Andrews, V.C.","Into the Garden (Wildflowers) / Andrews, V.C.","Fiction","120"
