"Book ID / ISBN","Author","Title","Category","Price(฿)"
"36629","Boots","Zookeeper Zoe / Boots","Children/Young Adults","150"
"30112","Boots Opticians","Zookeeper Zoe / Boots Opticians","Children/Young Adults","120"
"48204","Borton, Paula","Spilling the Beans on Charles Darwin/ Borton, Paula","Children/Young Adults","120"
"35961","Bos, Claire","Maurice the Hippo / Bos, Claire","Children/Young Adults","120"
"30147","Bouchet Bruno","Dorothy's Rosy Tea Party / Bouchet Bruno","Children/Young Adults","70"
"43382","Boyle, Alison ","Pirate's Hat and other Stories Book and CD, The / Boyle, Alison ","Children/Young Adults","240"
"21253","Bradberry, Travis","Cryonic: A Zombie Novel / Bradberry, Travis","Children/Young Adults","150"
"35137","Bradman, Tony","Dilly And The Goody-Goody / Bradman, Tony","Children/Young Adults","50"
"31356","Bradman, Tony","Mummy Family, Find Fame, The / Bradman, Tony","Children/Young Adults","70"
"35711","Bradman, Tony","Mummy Family Find Fame, The / Bradman, Tony","Children/Young Adults","50"
"24842","Brallier, Max","Cryptids Island (Poptropica) / Brallier, Max","Children/Young Adults","90"
"35639","Branford, Henriette","Six Chicks / Branford, Henriette","Children/Young Adults","120"
"34015","Brassey, Richard","Story Of Ireland, The / Brassey, Richard","Children/Young Adults","150"
"37191","Brian, Kate","Ambition / Brian, Kate","Children/Young Adults","120"
"32594","Brian & Rebecca","What Did I Find? (What Next Books) / Brian & Rebecca","Children/Young Adults","50"
"31502","Brimax","Christmas Storybook / Brimax","Children/Young Adults","120"
"26055","Brimax","Windy Day Fairy / Brimax","Children/Young Adults","50"
"45627","BrimaxBrimax","French English Picture Dictionary / Brimax","Children/Young Adults","240"
"32590","Broad, Michael","Spacemutts: Attack of the Ninja Kittens! / Broad, Michael","Children/Young Adults","90"
"24556","Broad, Michael","Spacemutts: The Hairball of Horror! / Broad, Michael","Children/Young Adults","120"
"38319","Broadbent, Paul","On the Train (Holiday Extras) / Broadbent, Paul","Children/Young Adults","70"
"17631","Brock Thoene; Bodie Thoene","Shooting Star (Saga of the Sierras) / Brock Thoene; Bodie Thoene","Children/Young Adults","90"
"48374","Brooks, Kevin","Born scared/ Brooks, Kevin","Children/Young Adults","150"
"17595","Brouwer, Sigmund","Angel And The Ring: A Supernatural Adventure (The Guardian Angel) / Brouwer, Sigmund","Children/Young Adults","120"
"17615","Brouwer, Sigmund","Angel And The Sword: A Supernatural Adventure (The Guardian Angel) / Brouwer, Sigmund","Children/Young Adults","90"
"48514","Brown, Marc","Arthur's Promise / Brown, Marc","Children/Young Adults","70"
"33347","Brown, Marc","D.W. in Trouble / Brown, Marc","Children/Young Adults","50"
"48518","Brown, Marc","Manners Matter / Brown, Marc","Children/Young Adults","90"
"32623","Brown, Mik","Sidesplitters : Hee! Hee! Hee! / Brown, Mik","Children/Young Adults","90"
"31305","Browne, Anthony","Willy the Champ / Browne, Anthony","Children/Young Adults","90"
"39093","Brown Watson","Christmas On The Farm / Brown Watson","Children/Young Adults","50"
"37165","Bruzzone, Catherine","Lucy Cat in Town/La Gatita Lucia En La Ciudad (English and Spanish Edition)","Children/Young Adults","90"
"37166","Bruzzone, Catherine","Lucy the Cat at the Beach/La Gatita Lucia En La Playa (Lucy Cat) (English and Spanish Edition)","Children/Young Adults","90"
"37164","Bruzzone, Catherine","Lucy the Cat at the Party/La Gatita Lucia En La Fiesta (Lucy Cat) (English and Spanish Edition) / Bruzzone, Catherine","Children/Young Adults","70"
"24575","Bryant, Annie","Fashion Frenzy (Beacon Street Girls #9) / Bryant, Annie","Children/Young Adults","150"
"24589","Bryant, Annie","Time's Up (Beacon Street Girls #12) / Bryant, Annie","Children/Young Adults","150"
"30163","Brychta, Alex","Motorway, The / Brychta, Alex","Children/Young Adults","70"
"42225","Brychta, Alex","Snowman / Brychta, Alex","Children/Young Adults","70"
"48341","Bull, Jane","Crafty art book,the/ Bull, Jane","Children/Young Adults","150"
"37222","Bull, Jane","Party, The / Bull, Jane","Children/Young Adults","120"
"21070","Bullough, Tom","Konstatin / Bullough, Tom","Children/Young Adults","150"
"33265","Burchett & Vogler Sparkes","S.W.I.T.C.H.: Bug Battle/Gargoylz: Make Some Noise / Burchett & Vogler Sparkes","Children/Young Adults","50"
"24557","Burkhart, Jessica","Little White Lies (Canterwood Crest) / Burkhart, Jessica","Children/Young Adults","150"
"21101","Burkhart, Jessica","Masquerade (Canterwood Crest) / Burkhart, Jessica","Children/Young Adults","120"
"49073","Burnett, Frances Hodgson","Secret Garden, The / Burnett, Frances Hodgson","Children/Young Adults","70"
"32278","Burnett, Lindy","Book Of Wizard Craft, The / Burnett, Lindy","Children/Young Adults","150"
"49136","Bussell, Darcek","Delphie and The Magic Spell / Bussell, Darcek","Children/Young Adults","90"
"43905","Bussell, Darcey ","Delphie and the Fairy Godmother / Bussell, Darcey ","Children/Young Adults","90"
"41550","Bussell, Darcey ","Jade and the Silver Flute / Bussell, Darcey ","Children/Young Adults","90"
"24749","Butcher, Jim; Powers, Mark","Jim Butcher's The Dresden Files: Fool Moon Volume 2 HC / Butcher, Jim; Powers, Mark","Children/Young Adults","290"
"46095","Butcher, Rosie","Three Little Pigs, The / Butcher, Rosie","Children/Young Adults","190"
"42323","Butler, M Christina ","One Christmas Night / Butler, M Christina ","Children/Young Adults","150"
"25863","Butterfield, Moira","Barbie: Gymkhana Day (Photo Storybooks) / Butterfield, Moira","Children/Young Adults","70"
"41536","Butterworth","Secret Path / Butterworth","Children/Young Adults","120"
"30272","Butterworth, Nick","When We Go Shopping / Butterworth, Nick","Children/Young Adults","90"
"17633","Butterworth, W.E.","Leroy And The Old Man (Point) / Butterworth, W.E.","Children/Young Adults","90"
"41192","Byars, Betsy","Eighteenth Emergency / Byars, Betsy","Children/Young Adults","50"
"33319","Byarsm, Betsy","Eighteenth Emergency (New Windmills Ks3) / Byarsm, Betsy","Children/Young Adults","50"
"33487","Byrne, Kate","I Love Animals / Byrne, Kate","Children/Young Adults","120"
"29603","Cabot, Meg","Avalon High / Cabot, Meg","Children/Young Adults","190"
"48345","Cabot, Meg","Heaven sent/ Cabot, Meg","Children/Young Adults","150"
"46894","Cabot, Meg","Princess Diaries, the: Princess Files / Cabot, Meg","Children/Young Adults","120"
"46851","Cabot, Meg","Princess Diaries, the: Sixsational / Cabot, Meg","Children/Young Adults","120"
"46887","Cabot, Meg","Princess Diaries, the: Take Two / Cabot, Meg","Children/Young Adults","120"
"46841","Cabot, Meg","Princess Diaries, the: Third Time Lucky / Cabot, Meg","Children/Young Adults","120"
"39913","Cabot, Meg","Princess Diaries, The / Cabot, Meg","Children/Young Adults","150"
"30330","Cabot, Meg","Princess Diaries: After Eight, The / Cabot, Meg","Children/Young Adults","150"
"29254","Cabot, Meg","Princess Diaries: Mia Goes Fourth, The / Cabot, Meg","Children/Young Adults","120"
"29657","Cabot, Meg","Princess Diaries / Cabot, Meg","Children/Young Adults","120"
"30319","Cabot, Meg","Princess Diaries / Cabot, Meg","Children/Young Adults","150"
"33448","Cabot, Meg","Princess Diaries / Cabot, Meg","Children/Young Adults","90"
"29268","Cabot, Meg","Princess Diaries 6 / Cabot, Meg","Children/Young Adults","150"
"46698","Cabot, Meg","Princess Diaries After Eight, the / Cabot, Meg","Children/Young Adults","120"
"26823","Cabot, Meg","Prom Nights from Hell / Cabot, Meg","Children/Young Adults","120"
"34007","Cabot, Meg","Queen of Teen: Fabulous Stories from Top Teen Authors / Cabot, Meg","Children/Young Adults","150"
"47364","Cabot, Meg ","Remembrance/ Cabot, Meg ","Children/Young Adults","190"
"8959","Cabot, Meg","Sixsational (The Princess Diaries) / Cabot, Meg","Children/Young Adults","120"
"8960","Cabot, Meg","Sixsational (The Princess Diaries) / Cabot, Meg","Children/Young Adults","170"
"31581","Camp, Lindsay","Midnight Feast, The / Camp, Lindsay","Children/Young Adults","120"
"32316","Campbell, Rod","Farm Chase / Campbell, Rod","Children/Young Adults","120"
"32660","Cant, Amanda","Zoom : Set A :Money Money Money / Cant, Amanda","Children/Young Adults","50"
"32659","Cant, Amanda","Zoom : Set B :Super Diary / Cant, Amanda","Children/Young Adults","50"
"32658","Cant, Amanda","Zoom Set B Reader: Billy the Bully: Set B (Zoom Series) / Cant, Amanda","Children/Young Adults","50"
"23952","Carbone, Courtney","Food Fight! (Step Into Reading) / Carbone, Courtney","Children/Young Adults","90"
"21243","Carey, Anna","Rise: An Eve Novel / Carey, Anna","Children/Young Adults","150"
"45917","Carroll, Lewis","Alice's Adventures in Wonderland and Through the Looking Glass / Carroll, Lewis","Children/Young Adults","150"
"21234","Carson, Jack","Battle Champions: Academy  Attack / Carson, Jack","Children/Young Adults","150"
"39114","Cartoon Network","Ben 10 Alien Force / Cartoon Network","Children/Young Adults","70"
"32294","Cartwright, Stephen","New Baby, The / Cartwright, Stephen","Children/Young Adults","90"
"36246","Case, Cassandra","A Bedtime Story for Pooh (My Very First Winnie the Pooh) / Case, Cassandra","Children/Young Adults","90"
"36248","Case, Cassandra","Gopher's day out (Disney's My very first Winnie the Pooh) / Case, Cassandra","Children/Young Adults","90"
"40444","Caseley, Judith","Harry and Willy and Carrothead / Caseley, Judith","Children/Young Adults","190"
"31668","Cassidy, Cathy","Angel Cake / Cassidy, Cathy","Children/Young Adults","150"
"46551","Cassidy, Cathy","Scarlet / Cassidy, Cathy","Children/Young Adults","90"
"8865","Cast, Kristin; Cast, P. C.","Betrayed: Number 2 in series (House of Night) / Cast, Kristin; Cast, P. C.","Children/Young Adults","150"
"21092","Cast, P. C.","Dragon's Oath (House of Night Novella) / Cast, P. C.","Children/Young Adults","120"
"40464","Catchpool, Michael/Cabban, Vanessa","Where There's A Bear, There's Trouble! / Catchpool, Michael / Cabban, Vanessa","Children/Young Adults","120"
"46327","Cato, Sheila","Measuring / Cato, Sheila","Children/Young Adults","150"
"45606","Catwright, Stephen","Usborne Book of Fairy Tales, The / Catwright, Stephen","Children/Young Adults","190"
"46164","Cave, Katheryn","Something Else / Cave, Katheryn","Children/Young Adults","90"
"47106","Cavendish, Marshall","My Book Of Faraway Stories/ Cavendish, Marshall","Children/Young Adults","90"
"41134","Chad Valley","Hansel and Gretel / Chad Valley","Children/Young Adults","50"
"33633","Chad Valley Books","Show Goes On, The / Chad Valley Books","Children/Young Adults","90"
"41766","Chandler, Elizabeth","Dark Secrets / Chandler, Elizabeth ","Children/Young Adults","150"
"26800","Chapman, Keith","Pumpkin Pie For Diggly (Fifi And The Flowertots) / Chapman, Keith","Children/Young Adults","70"
"24577","Chapman, Lara","Xyzs Of Being Wicked, The / Chapman, Lara","Children/Young Adults","150"
"38894","Chapman, Linda/Weatherly, Lee","Sophie And The Shadow Wood: The Goblin King / Chapman, Linda/Weatherly, Lee","Children/Young Adults","70"
"19978","Chapman, Simon","Explorers Wanted!: On Safari / Chapman, Simon","Children/Young Adults","90"
"41537","Chapman Keaith","Violet's Big Bracelet / Chapman Keaith","Children/Young Adults","70"
"24517","Cheshire, Simon","Curse Of The Ancient Mask And Other Case Files (Saxby Smart - Schoolboy Detective) / Cheshire, Simon","Children/Young Adults","150"
"46082","Child, Lauren","I am Too Absolutely Small for School / Child, Lauren","Children/Young Adults","220"
"38996","Child, Lauren"," Take Your Last Breath / Child, Lauren","Children/Young Adults","190"
"27502","Child's Play","Old McDonald Had a Farm Storysack / Child's Play","Children/Young Adults","50"
"42309","Children book","Bratz Storybook Collection  ","Children/Young Adults","150"
"42377","Children book","Bratz Storybook Collection","Children/Young Adults","150"
"42387","Children book","Explorer Gogo's Crazy Bones Série 3","Children/Young Adults","50"
"42307","Children book","Little Miss Contrary ","Children/Young Adults","90"
"42384","Children book","Treasury Of Girls' Stories","Children/Young Adults","90"
"43406","Children books","Girls' Annual, The / Children books","Children/Young Adults","240"
"25794","Childrens Story Time","Lonely Mermaid / Childrens Story Time","Children/Young Adults","90"
"30321","Chips, Egon","Soggy Semolina: School Dinners Joke Book / Chips, Egon","Children/Young Adults","90"
"44059","Chmakova, Svetlana ","Awkward / Chmakova, Svetlana ","Children/Young Adults","240"
"33904","Choldenko, Gennifer","Al Capone Does My Shirts / Choldenko, Gennifer","Children/Young Adults","150"
"35129","Choron, Sandra","National Lampoon's / Choron, Sandra","Children/Young Adults","50"
"46227","Clare, Cassandra","ShadowHunters / Clare, Cassandra","Children/Young Adults","220"
"46190","Clare, John D.","I Was There: Roman Empire / Clare, John D.","Children/Young Adults","120"
"46098","Claybourne, Anna","Car-Sized Crabs and Other Animal Giants / Claybourne, Anna","Children/Young Adults","240"
"31375","Clayton, David","Zoom: Readers Set F (Zoom Series) / Clayton, David","Children/Young Adults","50"
"31392","Clayton, David","Zoom: Readers Set F (Zoom Series) / Clayton, David","Children/Young Adults","50"
"46008","Cliveden Press","Favourite Fairy Tales / Cliveden Press","Children/Young Adults","240"
"48750","Coben, Harlan","Shelter / Coben, Harlan","Children/Young Adults","170"
"4125","Cofer, Marc","Kamran & Mapa First Travel Book / Cofer, Marc","Children/Young Adults","50"
"17617","Cole, Brock","Facts Speak For Themselves / Cole, Brock","Children/Young Adults","90"
"39295","Cole, Kresley","Poison Princess / Cole, Kresley","Children/Young Adults","150"
"30072","Cole, Steve","Astrosaurs 6: The Space Ghosts / Cole, Steve","Children/Young Adults","120"
"33213","Colfer, Eoin","Artemis Fowl: The Seventh Dwarf / Colfer, Eoin","Children/Young Adults","50"
"26683","Colfer, Eoin","Artemis Fowl / Colfer, Eoin","Children/Young Adults","120"
"46845","Colfer, Eoin","Half Moon Investigations / Colfer, Eoin","Children/Young Adults","150"
"43180"," Collins, Susan","Mockingjay /  Collins, Susan","Children/Young Adults","150"
"43181"," Collins, Susan","Mockingjay /  Collins, Susan","Children/Young Adults","190"
"47855","Collins, Suzanne ","Gregor and the Code of Claw/ Collins, Suzanne ","Children/Young Adults","150"
"30808","Collins, Suzanne","Mockingjay (030855) / Collins, Suzanne","Children/Young Adults","190"
"30855","Collins, Suzanne","Mockingjay (The Final Book of The Hunger Games) / Collins, Suzanne","Children/Young Adults","150"
"33101","Collins, Suzanne","Mockingjay / Collins, Suzanne","Children/Young Adults","190"
"33104","Collins, Suzanne","Mockingjay / Collins, Suzanne","Children/Young Adults","190"
"38967","Collins, Suzanne","Mockingjay / Collins, Suzanne","Children/Young Adults","150"
"47276"," Collodi, Carlo","Pinocchio/ Collodi, Carlo","Children/Young Adults","150"
"39017","Colour Library Books","Baby Bear / Colour Library Books","Children/Young Adults","90"
"48232","Colour Library Direct","First Atlas/ Colour Library Direct","Children/Young Adults","120"
"37149","Columbia","Supersonic Tonic / Columbia","Children/Young Adults","120"
"17400","Cookson, Paul","Give Us a Goal!: Football Poems / Cookson, Paul","Children/Young Adults","70"
"48718","Coolidge, Susan","What Katy Did /Coolidge, Susan","Children/Young Adults","90"
"47294","Coolidge,Susan ","What Katy Did at School/ Coolidge,Susan ","Children/Young Adults","90"
"48858","Coolidge, Susan M.","What Katy Did / Coolidge, Susan M.","Children/Young Adults","90"
"35854","Cooper, Susan","Dark Is Rising, The (The Second In The Dark Is Rising Sequence) / Cooper, Susan","Children/Young Adults","150"
"46975","Cooper, Susan ","Silver on the Tree/Cooper, Susan ","Children/Young Adults","150"
"42303","Coral, Rumble","Adventure of the Owl and the Pussycat / Coral, Rumble ","Children/Young Adults","150"
"48612","Corbeyran, Eric","Assassin's Creed - Hawk / Corbeyran, Eric","Children/Young Adults","190"
"19023","Costain, Meredith","My Dad's Truck / Costain, Meredith","Children/Young Adults","20"
"17718","Cox, Emily, Musician; Rathvon, Henry; New York Times","New York Times Acrostic Puzzles / Cox, Emily, Musician; Rathvon, Henry","Children/Young Adults","150"
"17719","Cox, Emily, Musician; Rathvon, Henry; New York Times","New York Times Acrostic Puzzles / Cox, Emily, Musician; Rathvon, Henry","Children/Young Adults","150"
"47810","Cox, Pamela ","New Term at Malory Towers/ Cox, Pamela ","Children/Young Adults","120"
"24576","Cox, Pamela","Summer Term at Malory Towers / Cox, Pamela","Children/Young Adults","150"
"41196","Cox, Pamela","Summer Term at Malory Towers / Cox, Pamela","Children/Young Adults","90"
"36464","Cox, Pamela","Third Form at St Clare's / Cox, Pamela","Children/Young Adults","120"
"26245","Coyote, Ivan E.","Close to Spider Man / Coyote, Ivan E.","Children/Young Adults","70"
"17520","Critchley, Julian","Palace of Varieties: Insider's View of Westminster","Children/Young Adults","90"
"22317","Crook, Marie","Dick Whittington (Penguin Young Readers (Graded Readers))","Children/Young Adults","50"
"33605","Cross, Gillian","Mozart'S Banana","Children/Young Adults","90"
"25574","Cunliffe, John","Postman Pat","Children/Young Adults","50"
"32438","Cunliffe, John A","PC Selby","Children/Young Adults","50"
"17741","Cunningham, Sarah; Moor, Peter","Cutting Edge: Intermediate Student's Book: A Practical Approach to Task Based Learning","Children/Young Adults","90"
"47510","Dahl, Roald","George's Marvellous Medicine / Dahl, Roald","Children/Young Adults","90"
"48469","Dahl, Roald","Magic Finger, The / Dahl, Roald","Children/Young Adults","90"
"33478","Dainey's","Aladdin And The King Of Thieves","Children/Young Adults","120"
"33481","Dainey's","Prince And The Pauper, The","Children/Young Adults","120"
"37841","Dale, Jenny","Puppy Tales 11:Merlin Magic Puppy (Jenny Dale's Puppy Tales)","Children/Young Adults","50"
"47393","Daniels, Lucy","Pigs at the Picnic / Daniels, Lucy","Children/Young Adults","90"
"33309","Daniels, Lucy","Rabbits On The Run","Children/Young Adults","90"
"30201","Dann, Colin","Animals Of Farthing Wood: Weasel's Adventures","Children/Young Adults","70"
"27651","Darren, Shan","The Trials of Death","Children/Young Adults","70"
"47067","Dashner, James","Death Cure, The/  Dashner, James","Children/Young Adults","190"
"27359","Davey,  Moore","Quick, Quick, Snow! (Big & Small)","Children/Young Adults","70"
"37136","Davidson, Susanna","Emperor's New Clothes (Picture Books), The","Children/Young Adults","120"
"41086","Davies, Ella","Froobles Little Jack Potato and the big surprise","Children/Young Adults","50"
"37115","Davies, G.C.","Master Your English: Adverbs and Adjectives","Children/Young Adults","70"
"30150","Davies, Gill","Lucy Lamb","Children/Young Adults","70"
"46846","Davis, Jim","Garfield: Who's Talking / Davis, Jim","Children/Young Adults","120"
"38068","Davis, Jim","Garfield's Tales of Mystery","Children/Young Adults","90"
"29721","Dawson, Jill","Tell-Tale Heart, The","Children/Young Adults","190"
"48813","Daynes,  Katie","Aladdin & his Magical Lamp / Daynes,  Katie","Children/Young Adults","90"
"40796","DC Comic","Dark Night, The","Children/Young Adults","120"
"46994","DC Comics","Batman : Annual 2014 / DC Comics","Children/Young Adults","190"
"45370","DC Thompson Annuals ","Oor Wullie / DC Thompson Annuals ","Children/Young Adults","190"
"47380","D.C. Thomson ","Beano Book 1990, the / D.C. Thomson ","Children/Young Adults","190"
"47384","D.C. Thomson ","Legend of Lord Snooty and His Pals, the / D.C. Thomson ","Children/Young Adults","270"
"46480","DC Thomson ","Oor Wullie / DC Thomson ","Children/Young Adults","150"
"40446","D.C. Thomson & Co.,Ltd.","Broons, The","Children/Young Adults","190"
"45629","D.C.Thomson & Co Ltd ","Tracy Breaker's Awesome Activity Annual / D.C.Thomson & Co Ltd ","Children/Young Adults","240"
"30134","Deacon, Carol","Things to Make and Do (Chad Valley)","Children/Young Adults","70"
"31300","Deagostini","Cows","Children/Young Adults","90"
"25799","Deagostini","Trees And Fruit","Children/Young Adults","90"
"32394","Deagostini UK Limited","ALL ABOUT SEALS (MY ANIMAL KINGDOM)","Children/Young Adults","90"
"33237","Dean","Thomas, Emily and the Special Coaches (Thomas & Friends)","Children/Young Adults","50"
"32368","Dean & Son","Fireman Sam River Rescue","Children/Young Adults","70"
"39472","Dearsley, Linda","Gordon The Ghost And Sarah Jane","Children/Young Adults","90"
"38892","Deary, Terry","Horrible Histories: The Blitzed Brits","Children/Young Adults","70"
"48564","Deary, Terry","Horrible History of Britain and Ireland / Deary, Terry","Children/Young Adults","240"
"48734","Deary, Terry","Smashing Saxons, The / Deary, Terry","Children/Young Adults","90"
"36301","Deary, Terry","Town Mouse and the Spartan House: Bk. 3 (Greek Tales)","Children/Young Adults","90"
"31471","Deary, Terry","Vile Victorians","Children/Young Adults","150"
"39893","De La Cruz, Melissa","Heart Of Dread: Golden book 3","Children/Young Adults","220"
"39670","De La Cruz, Melissa","Stolen: Heart Of Dread Book Two","Children/Young Adults","190"
"48366","Delaney,Joseph ","Spook's Tale ,The/ Delaney,Joseph ","Children/Young Adults","90"
"46702","Delaney, Joseph","Spooks Apprentice, the / Delaney, Joseph","Children/Young Adults","120"
"41559","De La Touche, Grace","Aladdin","Children/Young Adults","70"
"49086","Deltas","Aladdin / Delta","Children/Young Adults","70"
"47557","Denton, Kady MacDonald","Child's Treasury of Nursery Rhymes, a / Denton, Kady MacDonald","Children/Young Adults","190"
"48956","De Saint-Exupery","Little Prince, The / De Saint-Exupery","Children/Young Adults","80"
"45966","De Saint-Exupery, Anotoine","Little Prince, The / De Saint-Exupery, Anotoine","Children/Young Adults","90"
"45981","De Saint-Exupery, Anotoine","Little Prince, The / De Saint-Exupery, Anotoine","Children/Young Adults","90"
"48440","De Saint-Exupery, Anotoine","Little Prince, The / De Saint-Exupery, Anotoine","Children/Young Adults","90"
"30745","De Saint-Exupery, Antoine","Little Prince, The / De Saint-Exupery, Anotoine","Children/Young Adults","90"
"48787","De Saint-Exupery, Antoine ","Little Prince, The / De Saint-Exupery, Antoine ","Children/Young Adults","90"
"48788","De Saint-Exupery, Antoine ","Little Prince, The / De Saint-Exupery, Antoine ","Children/Young Adults","90"
"48874","De Saint-Exupery, Antoine","Little Prince, The / De Saint-Exupery, Antoine","Children/Young Adults","90"
"48875","De Saint-Exupery, Antoine","Little Prince, The / De Saint-Exupery, Antoine","Children/Young Adults","90"
"48876","De Saint-Exupery, Antoine","Little Prince, The / De Saint-Exupery, Antoine","Children/Young Adults","90"
"48878","De Saint-Exupery, Antoine","Little Prince, The / De Saint-Exupery, Antoine","Children/Young Adults","90"
"34390","De Saint-Exupery, Antoine","Maty Ksiaze Uczy Literek","Children/Young Adults","120"
"42135","de Saint-Exupéry, Antoine","Le Petit Prince / de Saint-Exupéry, Antoine","Children/Young Adults","1500"
"42004","de Saint-Exupéry, Antoine","Little Prince, The / de Saint-Exupéry, Antoine","Children/Young Adults","90"
"42134","de Saint-Exupéry, Antoine","Little Prince, The / de Saint-Exupéry, Antoine","Children/Young Adults","1500"
"48974","De Saint-Exupéry, Antoine","Little Prince, The / De Saint-Exupéry, Antoine","Children/Young Adults","90"
"48975","De Saint-Exupéry, Antoine","Little Prince, The / De Saint-Exupéry, Antoine","Children/Young Adults","90"
"48976","De Saint-Exupéry, Antoine","Little Prince, The / De Saint-Exupéry, Antoine","Children/Young Adults","90"
"48977","De Saint-Exupéry, Antoine","Little Prince, The / De Saint-Exupéry, Antoine","Children/Young Adults","90"
"21215","DeStefano, Lauren","Fever (Chemical Garden)","Children/Young Adults","150"
"21230","Destefano, Lauren","Sever (The Chemical Garden, #3)","Children/Young Adults","150"
"43163","Dickens, Charles ","Hard Times / Dickens, Charles ","Children/Young Adults","120"
"48809","Dickins, Rosie","Fish That Talked, The / Dickins, Rosie","Children/Young Adults","90"
"32453","Dick King-Smith","Guard Dog, The","Children/Young Adults","90"
"32462","Dick King-Smith","Mr Ape","Children/Young Adults","90"
"24539","Dick Wood, John Lind","Crime Does Not Pay Archives Volume 3","Children/Young Adults","790"
"39135","Disnep","Hunchback of Notre Dame, The","Children/Young Adults","120"
"32234","Disnep","Robin Hood : And The Great Coach Robbery","Children/Young Adults","120"
"32233","Disnep","Robin Hood : Rescuers Down Under","Children/Young Adults","120"
"32235","Disnep","Robin Hood : Rescuers Down Under","Children/Young Adults","120"
"32320","Disney","Aladdin","Children/Young Adults","120"
"39100","Disney","Bedtime Stories December","Children/Young Adults","70"
"40429","Disney","Bedtime Stories January","Children/Young Adults","70"
"40440","Disney","Bedtime Stories June","Children/Young Adults","70"
"42300","Disney","Bedtime Stories March / Disney","Children/Young Adults","70"
"40428","Disney","Bedtime Stories November","Children/Young Adults","70"
"38316","Disney","Bedtime Stories September","Children/Young Adults","70"
"32457","Disney","Bolt","Children/Young Adults","90"
"43124","Disney","Cars / Disney","Children/Young Adults","120"
"40393","Disney","Cinderalla","Children/Young Adults","70"
"38312","Disney","Disney Christmas Sing-Along Book & CD","Children/Young Adults","150"
"47011","Disney","Disney Frozen Book of the Film/ Disney","Children/Young Adults","90"
"47854","Disney","Disney Frozen Book of the Film / Disney","Children/Young Adults","120"
"33176","Disney","Disney Hannah Montana Novel: Hold on (Disney Novels)","Children/Young Adults","90"
"42386","Disney","Disney Junior Jake and the Never Land Pirates Magical Story / Disney","Children/Young Adults","70"
"47812","Disney","Disney Storybook Collection / Disney","Children/Young Adults","240"
"42267","Disney","Disney Winnie the Pooh My Days of the Week / Disney","Children/Young Adults","120"
"47859","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47860","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47861","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47862","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47864","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47865","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47866","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"47869","Disney","Donald Duck/ Disney","Children/Young Adults","120"
"42282","Disney","Explore TAG Junior With Scout And Violet / Disney","Children/Young Adults","90"
"33226","Disney","Fairy-Tale Tunes","Children/Young Adults","50"
"48359","Disney","Frozen/ Disney","Children/Young Adults","190"
"32314","Disney","Lady And The Tramp","Children/Young Adults","120"
"48351","Disney","Lion King/ Disney","Children/Young Adults","120"
"33621","Disney","Minnie Mouse: A Magical Story","Children/Young Adults","120"
"35593","Disney","Pooh","Children/Young Adults","90"
"25002","Disney","Pooh : Rabbit's Ears V.16","Children/Young Adults","150"
"39027","Disney","Rabbit's Ears","Children/Young Adults","120"
"31630","Disney","Rescuers Down Under","Children/Young Adults","120"
"32228","Disney","Rescuers Down Under","Children/Young Adults","120"
"35787","Disney","Rescuers Down Under, The","Children/Young Adults","120"
"33240","Disney","Snow White","Children/Young Adults","50"
"41547","Disney","Sweet Success","Children/Young Adults","70"
"41521","Disney","Tinker Bell","Children/Young Adults","120"
"41526","Disney","Toy Story 2","Children/Young Adults","70"
"48990","Disney","Two Quacky Love Stories / Disney","Children/Young Adults","90"
"31648","Disney","Ultimate Official Guide To Club Penguin","Children/Young Adults","120"
"35607","Disney","Up","Children/Young Adults","120"
"49109","Disney","War and Peace / Disney","Children/Young Adults","90"
"41528","Disney","Wonderful World Of Knowledge","Children/Young Adults","90"
"48277","Disney","Wonderful world of knowledge, The/ Disney","Children/Young Adults","190"
"48357","Disney","wonderful world of knowledge, The/ Disney","Children/Young Adults","120"
"48358","Disney","wonderful world of knowledge, The/ Disney","Children/Young Adults","120"
"33634","Disney's","Rescuers, The","Children/Young Adults","120"
"33595","Disney's","Rescuers Down Under, The","Children/Young Adults","120"
"33597","Disney's","Rescuers Down Under, The","Children/Young Adults","90"
"40416","Disney's","Rescuers Down Under, The","Children/Young Adults","90"
"33695","Disney's","Simba The Fortune Teller","Children/Young Adults","120"
"41124","Disney+Pixar","Mater's Day","Children/Young Adults","50"
"36226","Disney Enterprises Inc","Friendship Garden 3, The","Children/Young Adults","120"
"38315","Disney Junior","Mickey's Silly Day","Children/Young Adults","70"
"36233","Disney Junior","Mickey Mouse Adventure","Children/Young Adults","70"
"49066","Disney Junior","Perfect Party, The / Disney Junior","Children/Young Adults","70"
"48455","Disney Pixar","Flix The Inventor / Disney Pixar","Children/Young Adults","70"
"33559","Disny","Disney's ""The Wild"": The Magical Story of the Disney Movie","Children/Young Adults","90"
"46482","Dixon, Dougal","Illustrated Dinosaur Encyclopedia / Dixon, Dougal","Children/Young Adults","280"
